,Car Name,Overall
167,BMW 5 Series M5,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
168,BMW 5 Series M5 Competition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
169,BMW 5 Series M550i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
170,BMW 7 Series 740i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
171,BMW 7 Series 740i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
172,BMW 7 Series 745e xDrive iPerformance,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
173,BMW 7 Series 750i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
174,BMW 7 Series M760i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
175,BMW 8 Series 840i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
176,BMW 8 Series 840i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
177,BMW 8 Series 840i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
178,BMW 8 Series 840i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
179,BMW 8 Series M8,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
180,BMW 8 Series M8,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
181,BMW 8 Series M8 Competition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
182,BMW 8 Series M8 Competition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
183,BMW 8 Series M850i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
184,BMW 8 Series M850i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
185,BMW 8 Series Gran Coupe 840i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
186,BMW 8 Series Gran Coupe 840i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
187,BMW 8 Series Gran Coupe M8,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
188,BMW 8 Series Gran Coupe M8 Competition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
189,BMW 8 Series Gran Coupe M850i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
190,BMW i3 Base,"['Average economy', 'Average Priced', 'Small Engine', 'Lower power', 'Short range', 'electric', '5-doored', '4-seater', 'manual', 'Hatchback']"
191,BMW i3 s,"['Average economy', 'Average Priced', 'Small Engine', 'Lower power', 'Short range', 'electric', '5-doored', '4-seater', 'manual', 'Hatchback']"
192,BMW i8 Base,"['Average economy', 'Expensive', 'Small Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
193,BMW i8 Base,"['Average economy', 'Expensive', 'Small Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
194,BMW X1 sDrive28i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
195,BMW X1 xDrive28i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
196,BMW X2 M35i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
197,BMW X2 sDrive28i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
198,BMW X2 xDrive28i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
199,BMW X3 M,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
200,BMW X3 M Competition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
201,BMW X3 M40i,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
202,BMW X3 sDrive30i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
203,BMW X3 xDrive30e,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
204,BMW X3 xDrive30i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
205,BMW X4 M,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
206,BMW X4 M Competition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
207,BMW X4 M40i,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
208,BMW X4 xDrive30i,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
209,BMW X5 M,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
210,BMW X5 M Competition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
211,BMW X5 M50i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
212,BMW X5 sDrive40i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
213,BMW X5 xDrive40i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
214,BMW X5 xDrive50i,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
215,BMW X6 M,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
216,BMW X6 M Competition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
217,BMW X6 M50i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
218,BMW X6 sDrive40i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
219,BMW X6 xDrive40i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
220,BMW X7 M50i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
221,BMW X7 xDrive40i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
222,BMW X7 xDrive50i,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
223,BMW Z4 sDrive M40i,"['Average economy', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
224,BMW Z4 sDrive30i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
225,FIAT 124 Spider Abarth,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
226,FIAT 124 Spider Classica,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
227,FIAT 124 Spider Lusso,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
228,FIAT 124 Spider Urbana Edition,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
229,FIAT 500L Lounge,"['Uneconomical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
230,FIAT 500L Pop,"['Uneconomical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
231,FIAT 500L Trekking,"['Uneconomical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
232,FIAT 500L Urbana,"['Uneconomical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
233,FIAT 500X Pop,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
234,FIAT 500X Sport,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
235,FIAT 500X Trekking,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
236,FIAT 500X Trekking Plus,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
237,Ford EcoSport S,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
238,Ford EcoSport S,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
239,Ford EcoSport SE,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
240,Ford EcoSport SE,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
241,Ford EcoSport SES,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
242,Ford EcoSport Titanium,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
243,Ford EcoSport Titanium,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
244,Ford Edge SE,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
246,Ford Edge SEL,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
248,Ford Edge ST,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
249,Ford Edge ST-Line,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
251,Ford Edge Titanium,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
253,Ford Mustang BULLITT,"['Uneconomical', 'Average Priced', 'Larger Engine', 'High power', 'Short range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
254,Ford Mustang EcoBoost,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
255,Ford Mustang EcoBoost,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
256,Ford Mustang EcoBoost Premium,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
257,Ford Mustang EcoBoost Premium,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
258,Ford Mustang GT,"['Uneconomical', 'Average Priced', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
259,Ford Mustang GT Premium,"['Uneconomical', 'Average Priced', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
260,Ford Mustang GT Premium,"['Uneconomical', 'Average Priced', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
261,Ford Ranger Lariat,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Pick-up Truck']"
262,Ford Ranger Lariat,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Pick-up Truck']"
263,Ford Ranger Lariat,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Pick-up Truck']"
264,Ford Ranger Lariat,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Pick-up Truck']"
265,Ford Ranger XL,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Pick-up Truck']"
266,Ford Ranger XL,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Pick-up Truck']"
267,Ford Ranger XL,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Pick-up Truck']"
268,Ford Ranger XL,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Pick-up Truck']"
269,Ford Ranger XLT,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Pick-up Truck']"
270,Ford Ranger XLT,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Pick-up Truck']"
271,Ford Ranger XLT,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Pick-up Truck']"
272,Ford Ranger XLT,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Pick-up Truck']"
273,Ford Shelby GT350 Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Short range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
274,Ford Shelby GT350 R,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Short range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Coupe']"
275,Ford Transit Connect Cargo Van XL,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '2-seater', 'automatic', 'Minivan']"
279,Ford Transit Connect Cargo Van XLT,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '2-seater', 'automatic', 'Minivan']"
